Date,Year,Quarter,Month,MonthName,Day,DayOfWeek,IsWeekend,WeekOfYear,YearMonth
2017-03-08,2017,1,3,March,8,Wednesday,False,10,2017-03
2017-03-09,2017,1,3,March,9,Thursday,False,10,2017-03
2017-03-10,2017,1,3,March,10,Friday,False,10,2017-03
2017-03-11,2017,1,3,March,11,Saturday,True,10,2017-03
2017-03-12,2017,1,3,March,12,Sunday,True,10,2017-03
2017-03-13,2017,1,3,March,13,Monday,False,11,2017-03
2017-03-14,2017,1,3,March,14,Tuesday,False,11,2017-03
2017-03-15,2017,1,3,March,15,Wednesday,False,11,2017-03
2017-03-16,2017,1,3,March,16,Thursday,False,11,2017-03
2017-03-17,2017,1,3,March,17,Friday,False,11,2017-03
2017-03-18,2017,1,3,March,18,Saturday,True,11,2017-03
2017-03-19,2017,1,3,March,19,Sunday,True,11,2017-03
2017-03-20,2017,1,3,March,20,Monday,False,12,2017-03
2017-03-21,2017,1,3,March,21,Tuesday,False,12,2017-03
2017-03-22,2017,1,3,March,22,Wednesday,False,12,2017-03
2017-03-23,2017,1,3,March,23,Thursday,False,12,2017-03
2017-03-24,2017,1,3,March,24,Friday,False,12,2017-03
2017-03-25,2017,1,3,March,25,Saturday,True,12,2017-03
2017-03-26,2017,1,3,March,26,Sunday,True,12,2017-03
2017-03-27,2017,1,3,March,27,Monday,False,13,2017-03
2017-03-28,2017,1,3,March,28,Tuesday,False,13,2017-03
2017-03-29,2017,1,3,March,29,Wednesday,False,13,2017-03
2017-03-30,2017,1,3,March,30,Thursday,False,13,2017-03
2017-03-31,2017,1,3,March,31,Friday,False,13,2017-03
2017-04-01,2017,2,4,April,1,Saturday,True,13,2017-04
2017-04-02,2017,2,4,April,2,Sunday,True,13,2017-04
2017-04-03,2017,2,4,April,3,Monday,False,14,2017-04
2017-04-04,2017,2,4,April,4,Tuesday,False,14,2017-04
2017-04-05,2017,2,4,April,5,Wednesday,False,14,2017-04
2017-04-06,2017,2,4,April,6,Thursday,False,14,2017-04
2017-04-07,2017,2,4,April,7,Friday,False,14,2017-04
2017-04-08,2017,2,4,April,8,Saturday,True,14,2017-04
2017-04-09,2017,2,4,April,9,Sunday,True,14,2017-04
2017-04-10,2017,2,4,April,10,Monday,False,15,2017-04
2017-04-11,2017,2,4,April,11,Tuesday,False,15,2017-04
2017-04-12,2017,2,4,April,12,Wednesday,False,15,2017-04
2017-04-13,2017,2,4,April,13,Thursday,False,15,2017-04
2017-04-14,2017,2,4,April,14,Friday,False,15,2017-04
2017-04-15,2017,2,4,April,15,Saturday,True,15,2017-04
2017-04-16,2017,2,4,April,16,Sunday,True,15,2017-04
2017-04-17,2017,2,4,April,17,Monday,False,16,2017-04
2017-04-18,2017,2,4,April,18,Tuesday,False,16,2017-04
2017-04-19,2017,2,4,April,19,Wednesday,False,16,2017-04
2017-04-20,2017,2,4,April,20,Thursday,False,16,2017-04
2017-04-21,2017,2,4,April,21,Friday,False,16,2017-04
2017-04-22,2017,2,4,April,22,Saturday,True,16,2017-04
2017-04-23,2017,2,4,April,23,Sunday,True,16,2017-04
2017-04-24,2017,2,4,April,24,Monday,False,17,2017-04
2017-04-25,2017,2,4,April,25,Tuesday,False,17,2017-04
2017-04-26,2017,2,4,April,26,Wednesday,False,17,2017-04
2017-04-27,2017,2,4,April,27,Thursday,False,17,2017-04
2017-04-28,2017,2,4,April,28,Friday,False,17,2017-04
2017-04-29,2017,2,4,April,29,Saturday,True,17,2017-04
2017-04-30,2017,2,4,April,30,Sunday,True,17,2017-04
2017-05-01,2017,2,5,May,1,Monday,False,18,2017-05
2017-05-02,2017,2,5,May,2,Tuesday,False,18,2017-05
2017-05-03,2017,2,5,May,3,Wednesday,False,18,2017-05
2017-05-04,2017,2,5,May,4,Thursday,False,18,2017-05
2017-05-05,2017,2,5,May,5,Friday,False,18,2017-05
2017-05-06,2017,2,5,May,6,Saturday,True,18,2017-05
2017-05-07,2017,2,5,May,7,Sunday,True,18,2017-05
2017-05-08,2017,2,5,May,8,Monday,False,19,2017-05
2017-05-09,2017,2,5,May,9,Tuesday,False,19,2017-05
2017-05-10,2017,2,5,May,10,Wednesday,False,19,2017-05
2017-05-11,2017,2,5,May,11,Thursday,False,19,2017-05
2017-05-12,2017,2,5,May,12,Friday,False,19,2017-05
2017-05-13,2017,2,5,May,13,Saturday,True,19,2017-05
2017-05-14,2017,2,5,May,14,Sunday,True,19,2017-05
2017-05-15,2017,2,5,May,15,Monday,False,20,2017-05
2017-05-16,2017,2,5,May,16,Tuesday,False,20,2017-05
2017-05-17,2017,2,5,May,17,Wednesday,False,20,2017-05
2017-05-18,2017,2,5,May,18,Thursday,False,20,2017-05
2017-05-19,2017,2,5,May,19,Friday,False,20,2017-05
2017-05-20,2017,2,5,May,20,Saturday,True,20,2017-05
2017-05-21,2017,2,5,May,21,Sunday,True,20,2017-05
2017-05-22,2017,2,5,May,22,Monday,False,21,2017-05
2017-05-23,2017,2,5,May,23,Tuesday,False,21,2017-05
2017-05-24,2017,2,5,May,24,Wednesday,False,21,2017-05
2017-05-25,2017,2,5,May,25,Thursday,False,21,2017-05
2017-05-26,2017,2,5,May,26,Friday,False,21,2017-05
2017-05-27,2017,2,5,May,27,Saturday,True,21,2017-05
2017-05-28,2017,2,5,May,28,Sunday,True,21,2017-05
2017-05-29,2017,2,5,May,29,Monday,False,22,2017-05
2017-05-30,2017,2,5,May,30,Tuesday,False,22,2017-05
2017-05-31,2017,2,5,May,31,Wednesday,False,22,2017-05
2017-06-01,2017,2,6,June,1,Thursday,False,22,2017-06
2017-06-02,2017,2,6,June,2,Friday,False,22,2017-06
2017-06-03,2017,2,6,June,3,Saturday,True,22,2017-06
2017-06-04,2017,2,6,June,4,Sunday,True,22,2017-06
2017-06-05,2017,2,6,June,5,Monday,False,23,2017-06
2017-06-06,2017,2,6,June,6,Tuesday,False,23,2017-06
2017-06-07,2017,2,6,June,7,Wednesday,False,23,2017-06
2017-06-08,2017,2,6,June,8,Thursday,False,23,2017-06
2017-06-09,2017,2,6,June,9,Friday,False,23,2017-06
2017-06-10,2017,2,6,June,10,Saturday,True,23,2017-06
2017-06-11,2017,2,6,June,11,Sunday,True,23,2017-06
2017-06-12,2017,2,6,June,12,Monday,False,24,2017-06
2017-06-13,2017,2,6,June,13,Tuesday,False,24,2017-06
2017-06-14,2017,2,6,June,14,Wednesday,False,24,2017-06
2017-06-15,2017,2,6,June,15,Thursday,False,24,2017-06
2017-06-16,2017,2,6,June,16,Friday,False,24,2017-06
2017-06-17,2017,2,6,June,17,Saturday,True,24,2017-06
2017-06-18,2017,2,6,June,18,Sunday,True,24,2017-06
2017-06-19,2017,2,6,June,19,Monday,False,25,2017-06
2017-06-20,2017,2,6,June,20,Tuesday,False,25,2017-06
2017-06-21,2017,2,6,June,21,Wednesday,False,25,2017-06
2017-06-22,2017,2,6,June,22,Thursday,False,25,2017-06
2017-06-23,2017,2,6,June,23,Friday,False,25,2017-06
2017-06-24,2017,2,6,June,24,Saturday,True,25,2017-06
2017-06-25,2017,2,6,June,25,Sunday,True,25,2017-06
2017-06-26,2017,2,6,June,26,Monday,False,26,2017-06
2017-06-27,2017,2,6,June,27,Tuesday,False,26,2017-06
2017-06-28,2017,2,6,June,28,Wednesday,False,26,2017-06
2017-06-29,2017,2,6,June,29,Thursday,False,26,2017-06
2017-06-30,2017,2,6,June,30,Friday,False,26,2017-06
2017-07-01,2017,3,7,July,1,Saturday,True,26,2017-07
2017-07-02,2017,3,7,July,2,Sunday,True,26,2017-07
2017-07-03,2017,3,7,July,3,Monday,False,27,2017-07
2017-07-04,2017,3,7,July,4,Tuesday,False,27,2017-07
2017-07-05,2017,3,7,July,5,Wednesday,False,27,2017-07
2017-07-06,2017,3,7,July,6,Thursday,False,27,2017-07
2017-07-07,2017,3,7,July,7,Friday,False,27,2017-07
2017-07-08,2017,3,7,July,8,Saturday,True,27,2017-07
2017-07-09,2017,3,7,July,9,Sunday,True,27,2017-07
2017-07-10,2017,3,7,July,10,Monday,False,28,2017-07
2017-07-11,2017,3,7,July,11,Tuesday,False,28,2017-07
2017-07-12,2017,3,7,July,12,Wednesday,False,28,2017-07
2017-07-13,2017,3,7,July,13,Thursday,False,28,2017-07
2017-07-14,2017,3,7,July,14,Friday,False,28,2017-07
2017-07-15,2017,3,7,July,15,Saturday,True,28,2017-07
2017-07-16,2017,3,7,July,16,Sunday,True,28,2017-07
2017-07-17,2017,3,7,July,17,Monday,False,29,2017-07
2017-07-18,2017,3,7,July,18,Tuesday,False,29,2017-07
2017-07-19,2017,3,7,July,19,Wednesday,False,29,2017-07
2017-07-20,2017,3,7,July,20,Thursday,False,29,2017-07
2017-07-21,2017,3,7,July,21,Friday,False,29,2017-07
2017-07-22,2017,3,7,July,22,Saturday,True,29,2017-07
2017-07-23,2017,3,7,July,23,Sunday,True,29,2017-07
2017-07-24,2017,3,7,July,24,Monday,False,30,2017-07
2017-07-25,2017,3,7,July,25,Tuesday,False,30,2017-07
2017-07-26,2017,3,7,July,26,Wednesday,False,30,2017-07
2017-07-27,2017,3,7,July,27,Thursday,False,30,2017-07
2017-07-28,2017,3,7,July,28,Friday,False,30,2017-07
2017-07-29,2017,3,7,July,29,Saturday,True,30,2017-07
2017-07-30,2017,3,7,July,30,Sunday,True,30,2017-07
2017-07-31,2017,3,7,July,31,Monday,False,31,2017-07
2017-08-01,2017,3,8,August,1,Tuesday,False,31,2017-08
2017-08-02,2017,3,8,August,2,Wednesday,False,31,2017-08
2017-08-03,2017,3,8,August,3,Thursday,False,31,2017-08
2017-08-04,2017,3,8,August,4,Friday,False,31,2017-08
2017-08-05,2017,3,8,August,5,Saturday,True,31,2017-08
2017-08-06,2017,3,8,August,6,Sunday,True,31,2017-08
2017-08-07,2017,3,8,August,7,Monday,False,32,2017-08
2017-08-08,2017,3,8,August,8,Tuesday,False,32,2017-08
2017-08-09,2017,3,8,August,9,Wednesday,False,32,2017-08
2017-08-10,2017,3,8,August,10,Thursday,False,32,2017-08
2017-08-11,2017,3,8,August,11,Friday,False,32,2017-08
2017-08-12,2017,3,8,August,12,Saturday,True,32,2017-08
2017-08-13,2017,3,8,August,13,Sunday,True,32,2017-08
2017-08-14,2017,3,8,August,14,Monday,False,33,2017-08
2017-08-15,2017,3,8,August,15,Tuesday,False,33,2017-08
2017-08-16,2017,3,8,August,16,Wednesday,False,33,2017-08
2017-08-17,2017,3,8,August,17,Thursday,False,33,2017-08
2017-08-18,2017,3,8,August,18,Friday,False,33,2017-08
2017-08-19,2017,3,8,August,19,Saturday,True,33,2017-08
2017-08-20,2017,3,8,August,20,Sunday,True,33,2017-08
2017-08-21,2017,3,8,August,21,Monday,False,34,2017-08
2017-08-22,2017,3,8,August,22,Tuesday,False,34,2017-08
2017-08-23,2017,3,8,August,23,Wednesday,False,34,2017-08
2017-08-24,2017,3,8,August,24,Thursday,False,34,2017-08
2017-08-25,2017,3,8,August,25,Friday,False,34,2017-08
2017-08-26,2017,3,8,August,26,Saturday,True,34,2017-08
2017-08-27,2017,3,8,August,27,Sunday,True,34,2017-08
2017-08-28,2017,3,8,August,28,Monday,False,35,2017-08
2017-08-29,2017,3,8,August,29,Tuesday,False,35,2017-08
2017-08-30,2017,3,8,August,30,Wednesday,False,35,2017-08
2017-08-31,2017,3,8,August,31,Thursday,False,35,2017-08
2017-09-01,2017,3,9,September,1,Friday,False,35,2017-09
2017-09-02,2017,3,9,September,2,Saturday,True,35,2017-09
2017-09-03,2017,3,9,September,3,Sunday,True,35,2017-09
2017-09-04,2017,3,9,September,4,Monday,False,36,2017-09
2017-09-05,2017,3,9,September,5,Tuesday,False,36,2017-09
2017-09-06,2017,3,9,September,6,Wednesday,False,36,2017-09
2017-09-07,2017,3,9,September,7,Thursday,False,36,2017-09
2017-09-08,2017,3,9,September,8,Friday,False,36,2017-09
2017-09-09,2017,3,9,September,9,Saturday,True,36,2017-09
2017-09-10,2017,3,9,September,10,Sunday,True,36,2017-09
2017-09-11,2017,3,9,September,11,Monday,False,37,2017-09
2017-09-12,2017,3,9,September,12,Tuesday,False,37,2017-09
2017-09-13,2017,3,9,September,13,Wednesday,False,37,2017-09
2017-09-14,2017,3,9,September,14,Thursday,False,37,2017-09
2017-09-15,2017,3,9,September,15,Friday,False,37,2017-09
2017-09-16,2017,3,9,September,16,Saturday,True,37,2017-09
2017-09-17,2017,3,9,September,17,Sunday,True,37,2017-09
2017-09-18,2017,3,9,September,18,Monday,False,38,2017-09
2017-09-19,2017,3,9,September,19,Tuesday,False,38,2017-09
2017-09-20,2017,3,9,September,20,Wednesday,False,38,2017-09
2017-09-21,2017,3,9,September,21,Thursday,False,38,2017-09
2017-09-22,2017,3,9,September,22,Friday,False,38,2017-09
2017-09-23,2017,3,9,September,23,Saturday,True,38,2017-09
2017-09-24,2017,3,9,September,24,Sunday,True,38,2017-09
2017-09-25,2017,3,9,September,25,Monday,False,39,2017-09
2017-09-26,2017,3,9,September,26,Tuesday,False,39,2017-09
2017-09-27,2017,3,9,September,27,Wednesday,False,39,2017-09
2017-09-28,2017,3,9,September,28,Thursday,False,39,2017-09
2017-09-29,2017,3,9,September,29,Friday,False,39,2017-09
2017-09-30,2017,3,9,September,30,Saturday,True,39,2017-09
2017-10-01,2017,4,10,October,1,Sunday,True,39,2017-10
2017-10-02,2017,4,10,October,2,Monday,False,40,2017-10
2017-10-03,2017,4,10,October,3,Tuesday,False,40,2017-10
2017-10-04,2017,4,10,October,4,Wednesday,False,40,2017-10
2017-10-05,2017,4,10,October,5,Thursday,False,40,2017-10
2017-10-06,2017,4,10,October,6,Friday,False,40,2017-10
2017-10-07,2017,4,10,October,7,Saturday,True,40,2017-10
2017-10-08,2017,4,10,October,8,Sunday,True,40,2017-10
2017-10-09,2017,4,10,October,9,Monday,False,41,2017-10
2017-10-10,2017,4,10,October,10,Tuesday,False,41,2017-10
2017-10-11,2017,4,10,October,11,Wednesday,False,41,2017-10
2017-10-12,2017,4,10,October,12,Thursday,False,41,2017-10
2017-10-13,2017,4,10,October,13,Friday,False,41,2017-10
2017-10-14,2017,4,10,October,14,Saturday,True,41,2017-10
2017-10-15,2017,4,10,October,15,Sunday,True,41,2017-10
2017-10-16,2017,4,10,October,16,Monday,False,42,2017-10
2017-10-17,2017,4,10,October,17,Tuesday,False,42,2017-10
2017-10-18,2017,4,10,October,18,Wednesday,False,42,2017-10
2017-10-19,2017,4,10,October,19,Thursday,False,42,2017-10
2017-10-20,2017,4,10,October,20,Friday,False,42,2017-10
2017-10-21,2017,4,10,October,21,Saturday,True,42,2017-10
2017-10-22,2017,4,10,October,22,Sunday,True,42,2017-10
2017-10-23,2017,4,10,October,23,Monday,False,43,2017-10
2017-10-24,2017,4,10,October,24,Tuesday,False,43,2017-10
2017-10-25,2017,4,10,October,25,Wednesday,False,43,2017-10
2017-10-26,2017,4,10,October,26,Thursday,False,43,2017-10
2017-10-27,2017,4,10,October,27,Friday,False,43,2017-10
2017-10-28,2017,4,10,October,28,Saturday,True,43,2017-10
2017-10-29,2017,4,10,October,29,Sunday,True,43,2017-10
2017-10-30,2017,4,10,October,30,Monday,False,44,2017-10
2017-10-31,2017,4,10,October,31,Tuesday,False,44,2017-10
2017-11-01,2017,4,11,November,1,Wednesday,False,44,2017-11
2017-11-02,2017,4,11,November,2,Thursday,False,44,2017-11
2017-11-03,2017,4,11,November,3,Friday,False,44,2017-11
2017-11-04,2017,4,11,November,4,Saturday,True,44,2017-11
2017-11-05,2017,4,11,November,5,Sunday,True,44,2017-11
2017-11-06,2017,4,11,November,6,Monday,False,45,2017-11
2017-11-07,2017,4,11,November,7,Tuesday,False,45,2017-11
2017-11-08,2017,4,11,November,8,Wednesday,False,45,2017-11
2017-11-09,2017,4,11,November,9,Thursday,False,45,2017-11
2017-11-10,2017,4,11,November,10,Friday,False,45,2017-11
2017-11-11,2017,4,11,November,11,Saturday,True,45,2017-11
2017-11-12,2017,4,11,November,12,Sunday,True,45,2017-11
2017-11-13,2017,4,11,November,13,Monday,False,46,2017-11
2017-11-14,2017,4,11,November,14,Tuesday,False,46,2017-11
2017-11-15,2017,4,11,November,15,Wednesday,False,46,2017-11
2017-11-16,2017,4,11,November,16,Thursday,False,46,2017-11
2017-11-17,2017,4,11,November,17,Friday,False,46,2017-11
2017-11-18,2017,4,11,November,18,Saturday,True,46,2017-11
2017-11-19,2017,4,11,November,19,Sunday,True,46,2017-11
2017-11-20,2017,4,11,November,20,Monday,False,47,2017-11
2017-11-21,2017,4,11,November,21,Tuesday,False,47,2017-11
2017-11-22,2017,4,11,November,22,Wednesday,False,47,2017-11
2017-11-23,2017,4,11,November,23,Thursday,False,47,2017-11
2017-11-24,2017,4,11,November,24,Friday,False,47,2017-11
2017-11-25,2017,4,11,November,25,Saturday,True,47,2017-11
2017-11-26,2017,4,11,November,26,Sunday,True,47,2017-11
2017-11-27,2017,4,11,November,27,Monday,False,48,2017-11
2017-11-28,2017,4,11,November,28,Tuesday,False,48,2017-11
2017-11-29,2017,4,11,November,29,Wednesday,False,48,2017-11
2017-11-30,2017,4,11,November,30,Thursday,False,48,2017-11
2017-12-01,2017,4,12,December,1,Friday,False,48,2017-12
2017-12-02,2017,4,12,December,2,Saturday,True,48,2017-12
2017-12-03,2017,4,12,December,3,Sunday,True,48,2017-12
2017-12-04,2017,4,12,December,4,Monday,False,49,2017-12
2017-12-05,2017,4,12,December,5,Tuesday,False,49,2017-12
2017-12-06,2017,4,12,December,6,Wednesday,False,49,2017-12
2017-12-07,2017,4,12,December,7,Thursday,False,49,2017-12
2017-12-08,2017,4,12,December,8,Friday,False,49,2017-12
2017-12-09,2017,4,12,December,9,Saturday,True,49,2017-12
2017-12-10,2017,4,12,December,10,Sunday,True,49,2017-12
2017-12-11,2017,4,12,December,11,Monday,False,50,2017-12
2017-12-12,2017,4,12,December,12,Tuesday,False,50,2017-12
2017-12-13,2017,4,12,December,13,Wednesday,False,50,2017-12
2017-12-14,2017,4,12,December,14,Thursday,False,50,2017-12
2017-12-15,2017,4,12,December,15,Friday,False,50,2017-12
2017-12-16,2017,4,12,December,16,Saturday,True,50,2017-12
2017-12-17,2017,4,12,December,17,Sunday,True,50,2017-12
2017-12-18,2017,4,12,December,18,Monday,False,51,2017-12
2017-12-19,2017,4,12,December,19,Tuesday,False,51,2017-12
2017-12-20,2017,4,12,December,20,Wednesday,False,51,2017-12
2017-12-21,2017,4,12,December,21,Thursday,False,51,2017-12
2017-12-22,2017,4,12,December,22,Friday,False,51,2017-12
2017-12-23,2017,4,12,December,23,Saturday,True,51,2017-12
2017-12-24,2017,4,12,December,24,Sunday,True,51,2017-12
2017-12-25,2017,4,12,December,25,Monday,False,52,2017-12
2017-12-26,2017,4,12,December,26,Tuesday,False,52,2017-12
2017-12-27,2017,4,12,December,27,Wednesday,False,52,2017-12
2017-12-28,2017,4,12,December,28,Thursday,False,52,2017-12
2017-12-29,2017,4,12,December,29,Friday,False,52,2017-12
2017-12-30,2017,4,12,December,30,Saturday,True,52,2017-12
2017-12-31,2017,4,12,December,31,Sunday,True,52,2017-12
2018-01-01,2018,1,1,January,1,Monday,False,1,2018-01
2018-01-02,2018,1,1,January,2,Tuesday,False,1,2018-01
2018-01-03,2018,1,1,January,3,Wednesday,False,1,2018-01
2018-01-04,2018,1,1,January,4,Thursday,False,1,2018-01
2018-01-05,2018,1,1,January,5,Friday,False,1,2018-01
2018-01-06,2018,1,1,January,6,Saturday,True,1,2018-01
2018-01-07,2018,1,1,January,7,Sunday,True,1,2018-01
2018-01-08,2018,1,1,January,8,Monday,False,2,2018-01
2018-01-09,2018,1,1,January,9,Tuesday,False,2,2018-01
2018-01-10,2018,1,1,January,10,Wednesday,False,2,2018-01
2018-01-11,2018,1,1,January,11,Thursday,False,2,2018-01
2018-01-12,2018,1,1,January,12,Friday,False,2,2018-01
2018-01-13,2018,1,1,January,13,Saturday,True,2,2018-01
2018-01-14,2018,1,1,January,14,Sunday,True,2,2018-01
2018-01-15,2018,1,1,January,15,Monday,False,3,2018-01
2018-01-16,2018,1,1,January,16,Tuesday,False,3,2018-01
2018-01-17,2018,1,1,January,17,Wednesday,False,3,2018-01
2018-01-18,2018,1,1,January,18,Thursday,False,3,2018-01
2018-01-19,2018,1,1,January,19,Friday,False,3,2018-01
2018-01-20,2018,1,1,January,20,Saturday,True,3,2018-01
2018-01-21,2018,1,1,January,21,Sunday,True,3,2018-01
2018-01-22,2018,1,1,January,22,Monday,False,4,2018-01
2018-01-23,2018,1,1,January,23,Tuesday,False,4,2018-01
2018-01-24,2018,1,1,January,24,Wednesday,False,4,2018-01
2018-01-25,2018,1,1,January,25,Thursday,False,4,2018-01
2018-01-26,2018,1,1,January,26,Friday,False,4,2018-01
2018-01-27,2018,1,1,January,27,Saturday,True,4,2018-01
2018-01-28,2018,1,1,January,28,Sunday,True,4,2018-01
2018-01-29,2018,1,1,January,29,Monday,False,5,2018-01
2018-01-30,2018,1,1,January,30,Tuesday,False,5,2018-01
2018-01-31,2018,1,1,January,31,Wednesday,False,5,2018-01
2018-02-01,2018,1,2,February,1,Thursday,False,5,2018-02
2018-02-02,2018,1,2,February,2,Friday,False,5,2018-02
2018-02-03,2018,1,2,February,3,Saturday,True,5,2018-02
2018-02-04,2018,1,2,February,4,Sunday,True,5,2018-02
2018-02-05,2018,1,2,February,5,Monday,False,6,2018-02
2018-02-06,2018,1,2,February,6,Tuesday,False,6,2018-02
2018-02-07,2018,1,2,February,7,Wednesday,False,6,2018-02
2018-02-08,2018,1,2,February,8,Thursday,False,6,2018-02
2018-02-09,2018,1,2,February,9,Friday,False,6,2018-02
2018-02-10,2018,1,2,February,10,Saturday,True,6,2018-02
2018-02-11,2018,1,2,February,11,Sunday,True,6,2018-02
2018-02-12,2018,1,2,February,12,Monday,False,7,2018-02
2018-02-13,2018,1,2,February,13,Tuesday,False,7,2018-02
2018-02-14,2018,1,2,February,14,Wednesday,False,7,2018-02
2018-02-15,2018,1,2,February,15,Thursday,False,7,2018-02
2018-02-16,2018,1,2,February,16,Friday,False,7,2018-02
2018-02-17,2018,1,2,February,17,Saturday,True,7,2018-02
2018-02-18,2018,1,2,February,18,Sunday,True,7,2018-02
2018-02-19,2018,1,2,February,19,Monday,False,8,2018-02
2018-02-20,2018,1,2,February,20,Tuesday,False,8,2018-02
2018-02-21,2018,1,2,February,21,Wednesday,False,8,2018-02
2018-02-22,2018,1,2,February,22,Thursday,False,8,2018-02
2018-02-23,2018,1,2,February,23,Friday,False,8,2018-02
2018-02-24,2018,1,2,February,24,Saturday,True,8,2018-02
2018-02-25,2018,1,2,February,25,Sunday,True,8,2018-02
2018-02-26,2018,1,2,February,26,Monday,False,9,2018-02
2018-02-27,2018,1,2,February,27,Tuesday,False,9,2018-02
2018-02-28,2018,1,2,February,28,Wednesday,False,9,2018-02
2018-03-01,2018,1,3,March,1,Thursday,False,9,2018-03
2018-03-02,2018,1,3,March,2,Friday,False,9,2018-03
2018-03-03,2018,1,3,March,3,Saturday,True,9,2018-03
2018-03-04,2018,1,3,March,4,Sunday,True,9,2018-03
2018-03-05,2018,1,3,March,5,Monday,False,10,2018-03
2018-03-06,2018,1,3,March,6,Tuesday,False,10,2018-03
2018-03-07,2018,1,3,March,7,Wednesday,False,10,2018-03
2018-03-08,2018,1,3,March,8,Thursday,False,10,2018-03
2018-03-09,2018,1,3,March,9,Friday,False,10,2018-03
2018-03-10,2018,1,3,March,10,Saturday,True,10,2018-03
2018-03-11,2018,1,3,March,11,Sunday,True,10,2018-03
2018-03-12,2018,1,3,March,12,Monday,False,11,2018-03
2018-03-13,2018,1,3,March,13,Tuesday,False,11,2018-03
2018-03-14,2018,1,3,March,14,Wednesday,False,11,2018-03
2018-03-15,2018,1,3,March,15,Thursday,False,11,2018-03
2018-03-16,2018,1,3,March,16,Friday,False,11,2018-03
2018-03-17,2018,1,3,March,17,Saturday,True,11,2018-03
2018-03-18,2018,1,3,March,18,Sunday,True,11,2018-03
2018-03-19,2018,1,3,March,19,Monday,False,12,2018-03
2018-03-20,2018,1,3,March,20,Tuesday,False,12,2018-03
2018-03-21,2018,1,3,March,21,Wednesday,False,12,2018-03
2018-03-22,2018,1,3,March,22,Thursday,False,12,2018-03
2018-03-23,2018,1,3,March,23,Friday,False,12,2018-03
2018-03-24,2018,1,3,March,24,Saturday,True,12,2018-03
2018-03-25,2018,1,3,March,25,Sunday,True,12,2018-03
2018-03-26,2018,1,3,March,26,Monday,False,13,2018-03
2018-03-27,2018,1,3,March,27,Tuesday,False,13,2018-03
2018-03-28,2018,1,3,March,28,Wednesday,False,13,2018-03
2018-03-29,2018,1,3,March,29,Thursday,False,13,2018-03
2018-03-30,2018,1,3,March,30,Friday,False,13,2018-03
2018-03-31,2018,1,3,March,31,Saturday,True,13,2018-03
2018-04-01,2018,2,4,April,1,Sunday,True,13,2018-04
2018-04-02,2018,2,4,April,2,Monday,False,14,2018-04
2018-04-03,2018,2,4,April,3,Tuesday,False,14,2018-04
2018-04-04,2018,2,4,April,4,Wednesday,False,14,2018-04
2018-04-05,2018,2,4,April,5,Thursday,False,14,2018-04
2018-04-06,2018,2,4,April,6,Friday,False,14,2018-04
2018-04-07,2018,2,4,April,7,Saturday,True,14,2018-04
2018-04-08,2018,2,4,April,8,Sunday,True,14,2018-04
2018-04-09,2018,2,4,April,9,Monday,False,15,2018-04
2018-04-10,2018,2,4,April,10,Tuesday,False,15,2018-04
2018-04-11,2018,2,4,April,11,Wednesday,False,15,2018-04
2018-04-12,2018,2,4,April,12,Thursday,False,15,2018-04
2018-04-13,2018,2,4,April,13,Friday,False,15,2018-04
2018-04-14,2018,2,4,April,14,Saturday,True,15,2018-04
2018-04-15,2018,2,4,April,15,Sunday,True,15,2018-04
2018-04-16,2018,2,4,April,16,Monday,False,16,2018-04
2018-04-17,2018,2,4,April,17,Tuesday,False,16,2018-04
2018-04-18,2018,2,4,April,18,Wednesday,False,16,2018-04
2018-04-19,2018,2,4,April,19,Thursday,False,16,2018-04
2018-04-20,2018,2,4,April,20,Friday,False,16,2018-04
2018-04-21,2018,2,4,April,21,Saturday,True,16,2018-04
2018-04-22,2018,2,4,April,22,Sunday,True,16,2018-04
2018-04-23,2018,2,4,April,23,Monday,False,17,2018-04
2018-04-24,2018,2,4,April,24,Tuesday,False,17,2018-04
2018-04-25,2018,2,4,April,25,Wednesday,False,17,2018-04
2018-04-26,2018,2,4,April,26,Thursday,False,17,2018-04
2018-04-27,2018,2,4,April,27,Friday,False,17,2018-04
2018-04-28,2018,2,4,April,28,Saturday,True,17,2018-04
2018-04-29,2018,2,4,April,29,Sunday,True,17,2018-04
2018-04-30,2018,2,4,April,30,Monday,False,18,2018-04
2018-05-01,2018,2,5,May,1,Tuesday,False,18,2018-05
2018-05-02,2018,2,5,May,2,Wednesday,False,18,2018-05
2018-05-03,2018,2,5,May,3,Thursday,False,18,2018-05
2018-05-04,2018,2,5,May,4,Friday,False,18,2018-05
2018-05-05,2018,2,5,May,5,Saturday,True,18,2018-05
2018-05-06,2018,2,5,May,6,Sunday,True,18,2018-05
2018-05-07,2018,2,5,May,7,Monday,False,19,2018-05
2018-05-08,2018,2,5,May,8,Tuesday,False,19,2018-05
2018-05-09,2018,2,5,May,9,Wednesday,False,19,2018-05
2018-05-10,2018,2,5,May,10,Thursday,False,19,2018-05
2018-05-11,2018,2,5,May,11,Friday,False,19,2018-05
2018-05-12,2018,2,5,May,12,Saturday,True,19,2018-05
2018-05-13,2018,2,5,May,13,Sunday,True,19,2018-05
2018-05-14,2018,2,5,May,14,Monday,False,20,2018-05
2018-05-15,2018,2,5,May,15,Tuesday,False,20,2018-05
2018-05-16,2018,2,5,May,16,Wednesday,False,20,2018-05
